ID	SENTIMENT
675762756713357312	1
675762693329035264	0
675762522897694720	1
675762501951299588	0
675762473459290112	1
675762432887787520	1
675762328244117505	1
675761864756715520	-1
675761692765265922	0
675761652675903488	1
675761530856673281	1
675761371171135489	1
675761356973449216	0
675761312140500992	1
675761204661460993	1
675761133010223104	1
675760914323406848	0
675760798606561280	1
675760639629987840	1
675760507408809984	1
675760501243162626	1
675760174750171136	1
675760048434466816	-1
675759874748362752	1
675759831568007168	1
675759756108238848	0
675759748654985217	1
675759681336381440	1
675759672163475456	1
675759490164224000	1
675759416684187650	1
675759407905550336	1
675759338343018496	1
675759280893612034	1
675759166124871681	0
675759133883277312	1
675759067936268290	-1
675758925262778369	1
675758890684956672	1
675758772699140097	1
675758596072808448	1
675758534961799168	1
675758331382915072	-1
675758106488528896	0
675758055330586625	1
675758021465792513	1
675758007368552448	1
675757846990983168	1
675757834982834181	1
675757812346191872	0
675757593927802881	1
675757577997799424	1
675757529394110464	-1
675757291560284160	-1
675757290155327489	1
675757228402446336	1
675757212816515072	1
675757144122241025	1
675757030670475265	1
675756990266654720	-1
675756904103079937	1
675756893462257665	1
675756842706948096	0
675756826806235136	1
675756778366345216	-1
675756746753839104	0
675756698993340416	0
675756686297165824	1
675756639442632708	1
675756477047533568	0
675756474577117184	0
675756436291481601	0
675756335816945664	1
675756264161452036	0
675756161841233920	0
675756044195340288	1
675756008350855169	1
675755808475504645	-1
675755783758458880	1
675755715819134976	1
675755596063375364	1
675755425862713344	0
675755388965400576	0
675755368857935872	0
675755366446186496	1
675755269977210882	1
675755176465043456	1
675755080340107264	1
675755071297224705	1
675755019837169664	1
675754827922710528	0
675754512825511937	0
675754437315530752	0
675754322286743554	1
675754262647959552	1
675754135426375680	1
675754105663549440	1
675754013619560448	0
675753984724963328	1
675753970854334464	-1
675753952156246016	0
675753945864777728	1
675753926403207168	1
675753797642280960	1
675753569526632449	1
675753568092086273	0
675753440543404032	1
675753385115574273	1
675753334347685888	1
675752903286661121	1
675752800509390848	1
675752659635322880	-1
675752592752943104	1
675752572553183232	1
675752502285979649	1
675752468265897985	-1
675752409394782208	1
675752406848823296	1
675752348510248960	1
675752284848971776	-1
675752275164332032	-1
675752266125611008	1
675752079156256772	0
675752060596408321	0
675752058197266432	1
675751937413947392	1
675751762997993472	0
675751733155381249	1
675751727677607936	1
675751695880622080	-1
675751477277794306	1
675751323342606340	1
675751322977701888	1
675751246016479232	0
675751219248414720	1
675751115007348736	0
675750903442448386	0
675750892394663936	1
675750844235673600	0
675750775264575488	-1
675750762689921024	0
675750761976995842	1
675750706482176000	1
675750696730370048	-1
675750685225435136	1
675750638316331009	0
675750591335911426	0
675750586122379264	1
675750580476768256	1
675750534234644480	-1
675750476575559680	1
675750474704953344	0
675750321973534720	0
675750263194546177	1
675750257800716288	0
675750244433321984	1
675750193938243584	-1
675750190817656833	0
675750122404319233	0
675749936638664704	1
675749795546402816	0
675749704211263488	1
675749670388297728	0
675749578138890240	1
675749555036626945	1
675749518521028608	1
675749492826570753	-1
675749471817441280	0
675749460840947712	1
675749400614842368	-1
675749275066834945	-1
675749247418032128	-1
675749223057485824	0
675749149174706176	-1
675749109169577984	-1
675748979548770304	1
675748969549570048	1
675748897030062084	-1
675748783477678080	-1
675748732881797122	1
675748679840591872	-1
675748630570012672	1
675748482687311872	1
675748460226879489	0
675748389045346304	1
675748384196698112	0
675748366257659904	-1
675748350860378112	1
675748165790867456	1
675748129786961921	1
675748109377544196	0
675748104726044672	1
675748039236018176	-1
675748020953092097	0
675747917148192769	1
675747894260027392	1
675747817529454592	1
675747810881503232	1
675747668757377025	1
675747668723949570	-1
675747651183370240	1
675747648989741056	1
675747590042951680	1
675747551543435265	1
675747502432370688	0
675747496333811712	1
675747448434880512	1
675747394538065921	1
675747375701356544	1
675747374891970560	0
675747372220227587	1
675747283984629761	1
675747264569020416	1
675747259460534272	0
675747175075328000	0
675747169714896896	1
675747129537789952	-1
675747068619591682	0
675747043919446016	0
675746829737328641	0
675746825421332481	1
675746695477518336	1
675746667853926400	1
675746659612143616	1
675746649487077376	1
675746622521872385	1
675746568365035520	1
675746517425233920	0
675746456964169728	1
675746425536454656	1
675746404984299520	1
675746269822902277	1
675746235488280577	0
675746209244438528	1
675746098904977408	0
675746096572964864	1
675746040126001152	0
675746028725780482	1
675745955640045568	1
675745924350615552	0
675745900166123520	-1
675745885469429760	1
675745831606177792	0
675745829441970176	0
675745808722092033	0
675745764606418945	1
675745724731035648	1
675745638387159040	1
675745635044298752	1
675745561258164224	1
675745546905247744	1
675745535970508800	1
675745343082991616	1
675745295641255936	1
675745278746497024	-1
675745231745208320	1
675745199604277248	1
675745181635911681	1
675745111205142528	1
675745088304123904	1
675745038844882944	-1
675745035380387840	1
675745033098801152	1
675745030775140354	1
675744937204391938	1
675744912520949760	1
675744885073309697	1
675744812184784896	1
675744794203713537	1
675744753535852544	0
675744715388645376	-1
675744671876964353	1
675744648170774529	0
675744647680016384	1
675744635038400512	1
675744593950961664	1
675744553622765570	1
675744507892260864	0
675744480440487936	0
675744451088818176	1
675744450451218438	-1
675744431048404992	1
675744410764713984	1
675744348231892996	1
675744335594397696	0
675744292506308608	1
675744256439410688	1
675744246872305664	0
675744168455598080	0
675744150948470784	1
675744116945371136	1
675744052407480321	0
675744048540491776	1
675744046200045570	-1
675744032098754560	1
675744008291885057	1
675743965308653568	1
675743933016776704	1
675743925257261057	0
675743920496713728	1
675743903090384896	1
675743901009907712	1
675743838581977088	1
675743821561483266	1
675743674593124356	1
675743454685696001	0
675743100887789568	0
675742990372093952	0
675742954338705408	0
675742901889056768	1
675742832364298240	-1
675742646174920704	1
675742488972419072	1
675742121643651073	-1
675742058867523584	0
675742044103581697	0
675741377376849920	0
675741313548083200	1
675741192852799488	0
675741164239200256	0
675740907262631940	-1
675740782335258625	0
675740711308931072	1
675740555259834368	0
675740511932702721	0
675740006238060544	1
675739954555826176	0
675739934251229184	-1
675739508223172608	0
675739377121681410	1
675739083960815616	0
675738838011150338	0
675738677998313476	1
675738608301666307	-1
675738296446803969	1
675738292701282304	-1
675738262900637696	1
675738219590361088	1
675738183984877568	1
675738117698097152	1
675737704466747393	1
675737332864163840	1
675737162650923008	0
675737129742241792	1
675737113111957504	1
675736987278684161	-1
675736907452690434	-1
675736901375119360	0
675736707073892354	1
675736512479240192	0
675736380534882309	0
675736289833041925	0
675736262024650752	0
675736133553254400	0
675735386392399876	0
675735086004875264	0
675734939556585473	0
675734799043174400	1
675734754075873280	1
675734400093585408	-1
675734125878353922	0
675734124456361984	-1
675733929425543168	-1
675733882763878400	-1
675733704891764736	-1
675733267996389376	0
675733057857454080	-1
675733051964567552	0
675732797697343488	1
675732546337009664	0
675732312412196864	1
675731876141658112	-1
675731830348324865	-1
675731768373207041	0
675731700580818944	0
675731612416503809	-1
675731440231936000	0
675731003088990208	1
675730763539722241	0
675730675505479681	0
675730667330789376	1
675730570236817408	-1
675730525936578561	0
675730367777738752	0
675730200244670464	1
675730162554679298	0
675730141654421508	1
675730066203148289	1
675729873181138944	0
675729863312044035	1
675729686706716672	-1
675729671842045952	-1
675729594666848257	-1
675729588496953344	0
675729478472081408	1
675729249005871104	0
675729075437195264	1
675728749510434816	1
675728620976021505	1
675728607151542272	0
675728385348378625	-1
675728137972510720	1
675727764452937728	1
675727665291227140	1
675727315331121152	1
675727135349325824	0
675726959066923008	0
675726956944429056	1
675726950229393408	1
675726857736704001	0
675726792276086784	-1
675726745463447552	-1
675726686667730944	0
675726528680972288	1
675726315673272320	-1
675726145984172032	1
675726090325721088	0
675726001020780545	0
675725863506337792	0
675725685772722176	-1
675725675567964160	1
675725633708802048	-1
675725625450209280	0
675725550229434369	1
675725432910700544	1
675725363050356738	1
675724994366840834	1
675724611892305920	1
675724604678115328	1
675724537594576896	0
675724518803935232	1
675724357126242304	0
675724325387829248	1
675724304894599169	1
675724260225232896	0
675724140276502528	-1
675723729385742336	-1
675723702730809345	1
675723153881047041	0
675722810967375872	1
675722793787478016	0
675722495325028353	0
675722459367251969	1
675722060094701569	0
675721853655080963	0
675721661228957696	1
675721250086322177	0
675720794471841792	1
675720662716125184	1
675720662636478464	1
675720447728721925	-1
675719916947972096	1
675719737133895680	0
675719391183568896	1
675719369352216577	1
675719348032561152	0
675719238011584512	0
675719236724068353	0
675719232764682240	1
675718889733554180	1
675718883060224000	0
675718861203861504	1
675718780824236032	0
675718731960455168	-1
675718301843111936	0
675718258717302784	1
675718137803890689	1
675718005653803008	1
675717813781307394	1
675717598298972161	1
675717598223441920	0
675717551331110912	-1
675717547895853056	0
675717421773291520	1
675717106097344512	0
675716956343922688	1
675716684926160896	1
675716565153816576	1
675716267471323136	1
675716202967277568	1
675715888838873088	1
675715779820707840	0
675715230870171648	0
675715182551801856	0
675714820163903488	-1
675714819413180417	1
675714668514697216	1
675714659874381824	1
675714450142269442	0
675714336699113472	0
675714298799329281	0
675714204431736833	1
675713842014347264	1
675713649747623936	0
675713371031891968	1
675713311934128128	-1
675713091175391232	1
675712999768788992	0
675712707614609409	0
675712691093315586	0
675712460435890176	0
675712119040516096	1
675712005173600256	0
675711770854584320	1
675711517015216128	0
675711067750813696	1
675710613872619521	1
675710485270892544	1
675710442010873856	0
675710285076910080	1
675710053245198337	0
675709457465270272	1
675709431380910080	-1
675709088752386048	0
675708625248210944	0
675708264361951232	1
675708229494685696	0
675708150658572288	1
675708055804354561	1
675707996228440064	-1
675707827722301440	0
675707597429735424	-1
675706821320032257	0
675706751870771200	0
675706591044218880	1
675706540825833476	-1
675706334063538176	0
675705906798051328	0
675705395910852608	0
675705150187675648	0
675705146182115328	0
675705103936962560	0
675704996793577472	1
675704838991278081	0
675704505514725377	1
675704406873128964	1
675704146742239232	1
675703889321136130	1
675703209646665728	0
675703133914443776	1
675702455687110656	0
675701908829372416	0
675701890173288448	0
675701737160761346	0
675701468196945920	0
675701140093345794	0
675700729437413377	0
675699779322691584	0
675699630055690240	-1
675695854007820288	0
675695507033968641	-1
675695276666015745	0
675695156553777152	0
675694849929138177	1
675694078705692673	1
675693817794715649	1
675693073301565441	0
675692653254746112	-1
675692482299084800	1
675692111417753600	-1
675692084590874624	0
675691945780314114	1
675691931872174080	1
675691910313455616	1
675691846106931200	1
675691835067510785	-1
675691686698221569	1
675691546633572352	1
675690582552018945	0
675690559323766784	0
675690483746807808	-1
675689841389150208	0
675688942264565760	0
675688900514283520	0
675688799075065856	-1
675688649888002048	0
675688573149016064	0
675688141039112193	1
675687928186712064	1
675687831331844097	1
675687208490131456	0
675686308757508096	0
675686148925190144	1
675686062551863296	0
675685543867523072	0
675685537013964800	1
675684970858283009	1
675684496369258496	-1
675684109046431745	1
675683302183800832	0
675682975472832512	1
675682779812765696	-1
675682664918204416	0
675682154869874688	0
675681999311527936	1
675681683195174912	-1
675681423127351297	1
675681338356326400	1
675681161566404608	1
675680413835239424	1
675680148759429121	0
675680009340628992	0
675679774552010752	0
675679722039197696	-1
675679656616534016	0
675679542082715648	0
675679500064186368	0
675679469143748608	-1
675679322628296705	-1
675679305188311041	1
675678991332806656	-1
675678911125131264	0
675678890568916992	-1
675678780917202944	0
675678250627162112	-1
675678075967901696	0
675677945982271488	1
675677875291336708	1
675677605463523329	1
675677179745824768	1
675677065828528128	0
675676983141896192	1
675676949230936064	1
675676733677301760	0
675676577875800064	-1
675676573480062976	-1
675676524385800192	0
675676516844367872	1
675676410598580224	1
675676194189242368	0
675676171829252096	-1
675675754638643200	1
675675230384218112	0
675674730800762880	1
675674550118588416	0
675674454169509888	0
675674363157422080	1
675674351308562433	0
675674125944270848	1
675674032369438720	0
675673926236839936	0
675673457435271168	-1
675673278833274880	1
675672826695704576	1
675672801827655681	-1
675672707397128193	1
675672473535401984	0
675672269394456576	0
675672025566986240	0
675671901214126080	1
675671892196499460	1
675671864140808192	0
